BID,RP_norm,RP_area_raw,SPLIT_SEQ,Area_Mult,RP_area_adjusted,RP_area_pctile,SolarAcMEAN,AspectMEANBID,aspect_north_factor,combined_solar,solar_risk,solar_push,RP_solar_only,SlopeMEAN50ft,slope_risk,slope_push,wetland_push,RP_final,RP_S_norm,RP_S_area_raw,RP_S_area_adjusted,RP_S_area_pctile,RP_S_final,CI,zone_count,water_type,SpringChinookRID,salmon_present,salmon_species,Fish_simple,SR_Zone,PADUS_Manager,Manager_Category,BFW,BFW_class,is_hmz,Priority_Tier,Zoning_Group,CITY_UGA,COUNTY_NM,temp_impaired,temp_impaired_cat,fecal_impaired,fecal_impaired_cat,sediment_impaired,sediment_impaired_cat,any_impaired,qc_poly_count,qc_dom_domain,qc_pct_D1,qc_mean_M,qc_mean_D,qc_mean_C,qc_mean_I,qc_mean_I_S
AC477_4,25.04,5444748.0,4,1.25,6805935.0,18.3,1054.8,225.5,-0.482,800.5,0.166,0.38,25.42,,0.5,0.47,0.0,25.89,25.24,5497250.0,6871563.0,18.3,26.1,4.8,2,river,N,True,Dolly Varden / Bull Trout,fish,Upper NF Nooksack,USFS,Federal,46.0,Large Stream,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,4,D1_Forest,100.0,0.581,0.121,0.986,0.542,0.538
AC478_1,26.72,250089.0,1,0.5,125044.0,1.1,1060.0,251.7,-0.081,1017.2,0.69,1.7,28.42,19.6,0.54,0.55,0.0,28.97,26.8,250825.0,125412.0,1.1,29.06,0.3,1,river,N,True,Dolly Varden / Bull Trout,fish,Upper NF Nooksack,USFS,Federal,46.0,Large Stream,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,2,D1_Forest,100.0,0.561,0.061,0.989,0.514,0.513
AC478_2,26.72,93247.0,2,1.0,93247.0,0.8,1060.0,97.9,-0.033,1042.6,0.754,1.86,28.58,3.64,0.019,0.02,0.0,28.6,26.8,93521.0,93521.0,0.8,28.68,0.2,1,river,N,True,Dolly Varden / Bull Trout,fish,Upper NF Nooksack,USFS,Federal,46.0,Large Stream,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,2,D1_Forest,100.0,0.561,0.061,0.989,0.514,0.513
AC478_4,22.02,1060441.0,4,1.25,1325551.0,5.7,1060.0,232.8,-0.333,883.3,0.313,0.61,22.63,35.23,0.8,0.65,0.0,23.28,22.21,1070065.0,1337581.0,5.7,23.49,1.3,3,river,N,True,Dolly Varden / Bull Trout,fish,Upper NF Nooksack,USFS,Federal,46.0,Large Stream,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,3,D1_Forest,100.0,0.617,0.246,0.992,0.6,0.596
AC479_1,23.08,17630954.0,1,0.5,8815477.0,22.3,1046.6,68.6,0.172,1136.7,0.901,1.86,24.94,39.43,0.847,0.73,0.0,25.67,23.07,17654111.0,8827056.0,22.2,25.66,5.7,3,river,N,True,Dolly Varden / Bull Trout,fish,Upper NF Nooksack,USFS,Federal,46.0,Large Stream,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,12,D1_Forest,100.0,0.668,0.151,0.991,0.584,0.583
AC479_3,22.61,139740.0,3,1.25,174675.0,1.5,1046.6,252.6,-0.213,935.3,0.445,0.9,23.51,21.55,0.582,0.49,0.0,24.0,22.23,137397.0,171746.0,1.5,23.59,0.4,1,river,N,True,Dolly Varden / Bull Trout,fish,Upper NF Nooksack,USFS,Federal,46.0,Large Stream,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,1,D1_Forest,100.0,0.764,0.068,0.992,0.589,0.596
AC479_4,22.07,6451144.0,4,1.25,8063930.0,20.9,1046.6,276.4,0.042,1068.4,0.807,1.58,23.65,19.67,0.542,0.44,0.0,24.09,22.22,6489447.0,8111809.0,20.9,24.26,5.1,3,river,N,True,Dolly Varden / Bull Trout,fish,Upper NF Nooksack,USFS,Federal,46.0,Large Stream,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,5,D1_Forest,100.0,0.631,0.23,0.992,0.599,0.596
AC47_1,43.98,30855079.0,1,0.5,15427539.0,34.5,1007.1,15.9,0.161,1087.9,0.838,3.75,47.73,28.67,0.708,1.32,0.0,49.05,45.69,32035744.0,16017872.0,35.1,51.0,17.9,4,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Fall Chum; Pink (Odd Year); Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,SDNR,State,66.0,Mainstem,True,P1,Commercial Forest,,Skagit County,True,4A,False,,False,,True,11,D1_Forest,100.0,0.363,0.005,0.213,0.193,0.165
AC47_3,57.32,25715300.0,3,1.25,32144125.0,55.6,1007.1,231.8,-0.128,942.4,0.467,2.87,60.19,14.23,0.397,1.02,0.0,61.21,58.08,26036127.0,32545159.0,55.7,62.03,34.6,3,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Fall Chum; Pink (Odd Year); Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,SDNR,State,66.0,Mainstem,True,P1,Commercial Forest,,Skagit County,True,4A,False,,False,,True,12,D1_Forest,79.0,0.215,0.175,,0.15,0.132
AC47_4,46.65,67642.0,4,1.25,84553.0,0.8,1007.1,254.1,-0.208,902.6,0.358,1.72,48.37,14.85,0.417,0.83,0.0,49.2,48.5,70320.0,87900.0,0.8,51.18,0.4,1,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Fall Chum; Pink (Odd Year); Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,SDNR,State,66.0,Mainstem,True,P1,Commercial Forest,,Skagit County,True,4A,False,,False,,True,2,D1_Forest,100.0,0.326,0.005,,0.152,0.118
AC480_1,24.14,3266417.0,1,0.5,1633208.0,6.5,1028.6,40.6,0.267,1166.2,0.928,2.02,26.16,25.0,0.648,0.59,0.0,26.75,24.18,3270195.0,1635097.0,6.5,26.8,1.7,3,river,N,True,Dolly Varden / Bull Trout,fish,Upper NF Nooksack,USFS,Federal,46.0,Large Stream,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,6,D1_Forest,100.0,0.637,0.114,0.99,0.559,0.559
AC480_3,24.81,1746128.0,3,1.25,2182660.0,7.9,1028.6,220.1,-0.734,651.3,0.031,0.07,24.88,68.28,0.996,0.93,0.0,25.81,24.8,1739653.0,2174566.0,7.8,25.8,2.0,3,river,N,True,Dolly Varden / Bull Trout,fish,Upper NF Nooksack,USFS,Federal,46.0,Large Stream,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,5,D1_Forest,100.0,0.654,0.082,0.99,0.555,0.556
AC480_4,22.48,1405357.0,4,1.25,1756696.0,6.9,1028.6,243.9,-0.329,859.4,0.264,0.53,23.01,32.96,0.772,0.64,0.0,23.65,22.23,1383370.0,1729213.0,6.8,23.39,1.6,3,river,N,True,Dolly Varden / Bull Trout,fish,Upper NF Nooksack,USFS,Federal,46.0,Large Stream,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,4,D1_Forest,100.0,0.755,0.08,0.992,0.59,0.596
AC481_1,19.72,339294.0,1,0.5,169647.0,1.5,927.1,149.6,-0.68,612.0,0.017,0.03,19.75,64.87,0.989,0.71,0.0,20.46,19.19,330054.0,165027.0,1.4,19.9,0.3,2,river,N,True,Dolly Varden / Bull Trout,fish,Upper NF Nooksack,USFS,Federal,46.0,Large Stream,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,2,D1_Forest,100.0,0.779,0.231,0.959,0.641,0.651
AC481_2,25.52,35395009.0,2,1.0,35395009.0,58.5,927.1,17.0,0.443,1132.4,0.896,2.09,27.61,,0.5,0.49,0.0,28.1,25.13,34855351.0,34855351.0,57.7,27.66,16.0,3,river,N,True,Dolly Varden / Bull Trout,fish,Upper NF Nooksack,USFS,Federal,46.0,Large Stream,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,20,D1_Forest,100.0,0.655,0.038,0.989,0.539,0.546
AC481_4,23.39,38413077.0,4,1.25,48016346.0,68.0,927.1,191.2,-0.693,605.7,0.015,0.03,23.42,70.36,0.998,0.87,0.0,24.29,22.69,37330981.0,46663726.0,66.8,23.56,15.7,3,river,N,True,Dolly Varden / Bull Trout,fish,Upper NF Nooksack,USFS,Federal,46.0,Large Stream,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,30,D1_Forest,100.0,0.707,0.084,0.968,0.568,0.579
AC482_1,25.25,22103416.0,1,0.5,11051708.0,26.7,1021.7,171.0,-0.711,658.4,0.034,0.08,25.33,48.37,0.917,0.88,0.0,26.21,24.76,21682700.0,10841350.0,26.1,25.7,6.7,3,river,N,True,Dolly Varden / Bull Trout,fish,Upper NF Nooksack,USFS,Federal,46.0,Large Stream,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,11,D1_Forest,100.0,0.648,0.044,0.982,0.537,0.545
AC482_3,23.1,20359110.0,3,1.25,25448887.0,48.5,1021.7,277.6,0.076,1060.4,0.792,1.64,24.74,51.5,0.937,0.81,0.0,25.55,23.12,20375123.0,25468904.0,48.1,25.57,12.3,3,river,N,True,Dolly Varden / Bull Trout,fish,Upper NF Nooksack,USFS,Federal,46.0,Large Stream,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,12,D1_Forest,100.0,0.677,0.154,0.99,0.588,0.588
AC483_1,35.67,915622.0,1,0.5,457811.0,2.9,1045.0,138.9,-0.239,919.9,0.402,1.4,37.07,22.65,0.604,0.88,0.0,37.95,34.75,891961.0,445980.0,2.9,36.96,1.1,2,river,N,True,Dolly Varden / Bull Trout,fish,Upper NF Nooksack,USFS,Federal,46.0,Large Stream,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,2,D1_Forest,100.0,0.364,0.003,0.744,0.351,0.368
AC483_2,31.61,1364447.0,2,1.0,1364447.0,5.8,1045.0,290.1,0.04,1065.8,0.802,2.42,34.03,12.5,0.341,0.43,0.0,34.46,30.6,1320621.0,1320621.0,5.7,33.33,1.9,1,river,N,True,Dolly Varden / Bull Trout,fish,Upper NF Nooksack,USFS,Federal,46.0,Large Stream,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,2,D1_Forest,100.0,0.481,0.034,0.816,0.425,0.444
AC483_4,28.18,2852526.0,4,1.25,3565657.0,11.2,1045.0,316.1,0.466,1288.4,0.983,2.58,30.76,38.66,0.839,0.92,0.0,31.68,27.53,2812898.0,3516123.0,11.0,30.93,3.4,2,river,N,True,Dolly Varden / Bull Trout,fish,Upper NF Nooksack,USFS,Federal,46.0,Large Stream,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,6,D1_Forest,100.0,0.507,0.036,0.94,0.472,0.48
AC484_1,28.74,963710.0,1,0.5,481855.0,3.0,1030.6,129.0,-0.306,872.8,0.29,0.78,29.52,19.85,0.545,0.61,0.0,30.13,27.88,933639.0,466820.0,2.9,29.22,0.8,2,river,N,True,Dolly Varden / Bull Trout,fish,Upper NF Nooksack,USFS,Federal,46.0,Large Stream,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,3,D1_Forest,100.0,0.551,0.021,0.898,0.47,0.486
AC484_2,28.29,1761664.0,2,1.0,1761664.0,6.9,1030.6,162.8,-0.554,744.9,0.098,0.26,28.55,22.52,0.601,0.66,0.0,29.21,27.46,1712183.0,1712183.0,6.7,28.35,1.9,2,river,N,True,Dolly Varden / Bull Trout,fish,Upper NF Nooksack,USFS,Federal,46.0,Large Stream,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,5,D1_Forest,100.0,0.576,0.029,0.931,0.491,0.505
AC484_4,32.23,5470439.0,4,1.25,6838049.0,18.4,1030.6,194.7,-0.128,964.9,0.532,1.64,33.87,12.72,0.348,0.45,0.0,34.32,31.23,5308835.0,6636043.0,17.8,33.24,5.9,3,river,N,True,Dolly Varden / Bull Trout,fish,Upper NF Nooksack,USFS,Federal,46.0,Large Stream,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,6,D1_Forest,100.0,0.448,0.026,0.797,0.405,0.423
AC484_5,26.68,11765624.0,5,1.25,14707030.0,33.3,1030.6,309.8,0.1,1082.1,0.83,2.04,28.72,28.06,0.698,0.71,0.0,29.43,25.92,11471368.0,14339210.0,32.4,28.58,9.3,2,river,N,True,Dolly Varden / Bull Trout,fish,Upper NF Nooksack,USFS,Federal,46.0,Large Stream,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,7,D1_Forest,100.0,0.588,0.07,0.941,0.512,0.525
AC485_1,25.01,209804.0,1,0.5,104902.0,1.0,1030.8,310.1,0.434,1254.7,0.973,2.21,27.22,30.12,0.731,0.69,0.0,27.91,25.2,211437.0,105719.0,1.0,28.13,0.3,1,river,N,True,Dolly Varden / Bull Trout,fish,Upper NF Nooksack,USFS,Federal,43.0,Large Stream,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,1,D1_Forest,100.0,0.595,0.114,0.991,0.545,0.542
AC485_3,30.64,67398596.0,3,1.25,84248245.0,82.9,1030.8,243.4,-0.103,978.0,0.573,1.66,32.3,21.21,0.575,0.69,0.0,32.99,30.24,66483552.0,83104440.0,82.4,32.56,26.8,3,river,N,True,Dolly Varden / Bull Trout,fish,Upper NF Nooksack,USFS,Federal,43.0,Large Stream,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,29,D1_Forest,100.0,0.592,0.087,0.737,0.459,0.467
AC485_4,33.93,46290183.0,4,1.25,57862729.0,73.4,1030.8,330.7,0.12,1092.4,0.845,2.77,36.7,22.77,0.606,0.83,0.0,37.53,34.11,46633900.0,58292375.0,73.4,37.73,27.7,3,river,N,True,Dolly Varden / Bull Trout,fish,Upper NF Nooksack,USFS,Federal,43.0,Large Stream,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,29,D1_Forest,92.2,0.463,0.186,,0.414,0.411
AC486_1,26.71,29651.0,1,0.5,14826.0,0.1,1041.0,3.1,0.9,1509.5,0.999,2.46,29.17,,0.5,0.51,0.0,29.68,25.56,28371.0,14185.0,0.1,28.38,0.0,1,river,N,True,Dolly Varden / Bull Trout,fish,Upper NF Nooksack,USFS,Federal,46.0,Large Stream,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,1,D1_Forest,100.0,0.654,0.003,0.948,0.514,0.535
AC486_2,33.34,10150533.0,2,1.0,10150533.0,24.9,1041.0,166.4,-0.333,867.8,0.281,0.9,34.24,19.69,0.542,0.73,0.0,34.97,32.4,9846383.0,9846383.0,24.2,33.97,8.2,3,river,N,True,Dolly Varden / Bull Trout,fish,Upper NF Nooksack,USFS,Federal,46.0,Large Stream,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,8,D1_Forest,100.0,0.459,0.02,0.75,0.393,0.41
AC486_4,24.77,3184657.0,4,1.25,3980821.0,12.0,1041.0,325.3,0.096,1090.8,0.843,1.9,26.67,20.74,0.564,0.53,0.0,27.2,24.73,3185939.0,3982423.0,12.0,27.15,3.3,2,river,N,True,Dolly Varden / Bull Trout,fish,Upper NF Nooksack,USFS,Federal,46.0,Large Stream,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,4,D1_Forest,100.0,0.465,0.314,0.887,0.539,0.539
AC487_1,28.18,1083601.0,1,0.5,541801.0,3.3,1050.4,163.5,-0.11,992.9,0.618,1.62,29.8,16.65,0.47,0.51,0.0,30.31,27.73,1066229.0,533114.0,3.2,29.83,1.0,3,river,N,True,Dolly Varden / Bull Trout,fish,Upper NF Nooksack,USFS,Federal,46.0,Large Stream,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,3,D1_Forest,100.0,0.53,0.07,0.926,0.488,0.496
AC487_3,31.81,5035973.0,3,1.25,6294966.0,17.2,1050.4,172.8,-0.252,918.0,0.397,1.21,33.02,15.25,0.43,0.54,0.0,33.56,30.67,4860763.0,6075954.0,16.6,32.34,5.4,3,river,N,True,Dolly Varden / Bull Trout,fish,Upper NF Nooksack,USFS,Federal,46.0,Large Stream,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,4,D1_Forest,100.0,0.486,0.02,0.812,0.421,0.442
AC487_4,31.7,15299892.0,4,1.25,19124865.0,40.1,1050.4,305.9,0.072,1088.1,0.839,2.54,34.24,18.76,0.52,0.65,0.0,34.89,31.79,15272913.0,19091141.0,39.7,34.99,13.9,3,river,N,True,Dolly Varden / Bull Trout,fish,Upper NF Nooksack,USFS,Federal,46.0,Large Stream,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,12,D1_Forest,100.0,0.522,0.078,0.856,0.467,0.472
AC488_1,26.9,18877682.0,1,0.5,9438841.0,23.5,1025.2,188.3,-0.087,980.6,0.58,1.44,28.34,21.42,0.579,0.6,0.0,28.94,26.07,18292156.0,9146078.0,22.9,28.03,6.4,3,river,N,True,Dolly Varden / Bull Trout,fish,Upper NF Nooksack,USFS,Federal,46.0,Large Stream,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,9,D1_Forest,100.0,0.61,0.064,0.914,0.51,0.525
AC488_3,31.77,40010557.0,3,1.25,50013196.0,69.3,1025.2,335.0,0.315,1186.9,0.942,2.86,34.63,21.19,0.574,0.73,0.0,35.36,31.16,39145326.0,48931657.0,68.3,34.66,23.7,3,river,N,True,Dolly Varden / Bull Trout,fish,Upper NF Nooksack,USFS,Federal,46.0,Large Stream,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,16,D1_Forest,96.5,0.606,0.045,,0.487,0.502
AC489_1,25.79,3275906.0,1,0.5,1637953.0,6.5,974.7,19.0,0.884,1405.4,0.997,2.35,28.14,67.47,0.994,0.98,0.0,29.12,25.35,3219982.0,1609991.0,6.4,28.61,1.8,3,river,N,True,Dolly Varden / Bull Trout,fish,Upper NF Nooksack,USFS,Federal,46.0,Large Stream,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,3,D1_Forest,100.0,0.602,0.11,0.94,0.531,0.539
AC489_3,26.59,21015472.0,3,1.25,26269340.0,49.5,974.7,215.2,-0.087,932.2,0.436,1.07,27.66,13.64,0.379,0.39,0.0,28.05,25.87,20467403.0,25584254.0,48.2,27.28,13.1,3,river,N,True,Dolly Varden / Bull Trout,fish,Upper NF Nooksack,USFS,Federal,46.0,Large Stream,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,10,D1_Forest,100.0,0.601,0.093,0.914,0.517,0.53
AC489_4,27.38,39241218.0,4,1.25,49051523.0,68.7,974.7,356.1,0.674,1303.0,0.986,2.5,29.88,,0.5,0.53,0.0,30.41,26.4,37737124.0,47171405.0,67.2,29.3,19.7,3,river,N,True,Dolly Varden / Bull Trout,fish,Upper NF Nooksack,USFS,Federal,46.0,Large Stream,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,25,D1_Forest,100.0,0.651,0.09,0.928,0.538,0.557
AC48_1,38.95,8822838.0,1,0.5,4411419.0,13.0,967.1,128.5,-0.523,714.4,0.069,0.27,39.22,51.92,0.94,1.52,0.0,40.74,39.27,8889827.0,4444914.0,13.0,41.07,5.3,4,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Fall Chum; Pink (Odd Year); Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,SDNR,State,66.0,Mainstem,True,P2,Commercial Forest,,Whatcom County,False,,False,,False,,False,15,D1_Forest,100.0,0.312,0.014,0.585,0.29,0.285
AC48_2,47.22,98641724.0,2,1.0,98641724.0,86.1,967.1,104.4,-0.112,912.8,0.383,1.87,49.09,37.75,0.829,1.69,0.0,50.78,47.62,99495766.0,99495766.0,86.1,51.21,44.1,3,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Fall Chum; Pink (Odd Year); Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,SDNR,State,66.0,Mainstem,True,P2,Commercial Forest,,Whatcom County,False,,False,,False,,False,30,D1_Forest,93.2,0.248,0.047,,0.237,0.229
AC48_4,43.62,95160366.0,4,1.25,118950458.0,89.5,967.1,285.1,0.068,1000.1,0.641,2.84,46.46,35.9,0.808,1.49,0.0,47.95,45.07,98376814.0,122971018.0,89.9,49.58,44.6,4,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Fall Chum; Pink (Odd Year); Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,SDNR,State,66.0,Mainstem,True,P2,Commercial Forest,,Whatcom County,False,,False,,False,,False,42,D1_Forest,100.0,0.299,0.025,0.288,0.2,0.172
AC490_2,24.8,7043952.0,2,1.0,7043952.0,18.8,1008.6,12.6,0.92,1472.6,0.999,2.25,27.05,67.15,0.994,0.93,0.0,27.98,24.06,6833516.0,6833516.0,18.2,27.13,4.9,3,river,N,True,Dolly Varden / Bull Trout,fish,Upper NF Nooksack,USFS,Federal,46.0,Large Stream,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,7,D1_Forest,100.0,0.683,0.08,0.943,0.55,0.563
AC490_3,30.3,5704687.0,3,1.25,7130859.0,19.0,1008.6,231.9,-0.03,993.4,0.62,1.78,32.08,,0.5,0.6,0.0,32.68,29.26,5520245.0,6900306.0,18.3,31.54,5.8,3,river,N,True,Dolly Varden / Bull Trout,fish,Upper NF Nooksack,USFS,Federal,46.0,Large Stream,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,11,D1_Forest,100.0,0.509,0.032,0.872,0.451,0.47
AC491_1,24.29,7029150.0,1,0.5,3514575.0,11.0,1060.2,36.7,0.695,1428.9,0.998,2.19,26.48,61.02,0.979,0.9,0.0,27.38,23.88,6908492.0,3454246.0,10.8,26.91,2.9,3,river,N,True,Dolly Varden / Bull Trout,fish,Upper NF Nooksack,USFS,Federal,46.0,Large Stream,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,7,D1_Forest,100.0,0.627,0.16,0.954,0.561,0.567
AC491_3,23.71,5077822.0,3,1.25,6347278.0,17.4,1060.2,238.5,-0.072,1021.9,0.703,1.5,25.21,12.12,0.327,0.29,0.0,25.5,22.78,4880778.0,6100973.0,16.7,24.49,4.1,3,river,N,True,Dolly Varden / Bull Trout,fish,Upper NF Nooksack,USFS,Federal,46.0,Large Stream,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,7,D1_Forest,100.0,0.514,0.35,0.889,0.569,0.586
AC492_1,24.51,2409559.0,1,0.5,1204779.0,5.4,1048.0,46.6,0.583,1353.5,0.993,2.21,26.72,52.09,0.94,0.87,0.0,27.59,24.12,2371547.0,1185774.0,5.3,27.14,1.4,3,river,N,True,Dolly Varden / Bull Trout,fish,Upper NF Nooksack,USFS,Federal,46.0,Large Stream,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,3,D1_Forest,100.0,0.625,0.149,0.945,0.554,0.561
