BID,RP_norm,RP_area_raw,SPLIT_SEQ,Area_Mult,RP_area_adjusted,RP_area_pctile,SolarAcMEAN,AspectMEANBID,aspect_north_factor,combined_solar,solar_risk,solar_push,RP_solar_only,SlopeMEAN50ft,slope_risk,slope_push,wetland_push,RP_final,RP_S_norm,RP_S_area_raw,RP_S_area_adjusted,RP_S_area_pctile,RP_S_final,CI,zone_count,water_type,SpringChinookRID,salmon_present,salmon_species,Fish_simple,SR_Zone,PADUS_Manager,Manager_Category,BFW,BFW_class,is_hmz,Priority_Tier,Zoning_Group,CITY_UGA,COUNTY_NM,temp_impaired,temp_impaired_cat,fecal_impaired,fecal_impaired_cat,sediment_impaired,sediment_impaired_cat,any_impaired,qc_poly_count,qc_dom_domain,qc_pct_D1,qc_mean_M,qc_mean_D,qc_mean_C,qc_mean_I,qc_mean_I_S
T9428_1,58.58,23872659.0,1,0.5,11936330.0,28.3,1011.6,136.3,-0.425,796.8,0.16,1.01,59.59,20.93,0.569,1.5,0.0,61.09,58.34,23783620.0,11891810.0,28.1,60.84,17.1,3,,N,False,,gradient,Upper NF Nooksack,USFS,Federal,23.0,Medium Stream,False,P5,Federal Forest,,Whatcom County,False,,False,,False,,False,16,D1_Forest,74.7,0.362,0.43,,0.35,0.353
T9428_2,79.03,11818229.0,2,1.0,11818229.0,28.2,1011.6,34.2,0.367,1197.3,0.948,8.58,87.61,14.53,0.407,1.53,0.0,89.14,79.02,11818195.0,11818195.0,27.9,89.13,24.9,3,,N,False,,fish,Upper NF Nooksack,USFS,Federal,23.0,Medium Stream,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,9,D4_HerbGround,0.1,0.002,0.999,,0.0,0.0
T9429_1,64.58,74081852.0,1,0.5,37040926.0,60.1,958.6,343.2,0.333,1118.2,0.881,6.26,70.84,7.27,0.138,0.41,0.0,71.25,65.64,75255572.0,37627786.0,60.1,72.44,43.5,3,,N,False,,gradient,Lower Mainstem Nooksack,NGO,NGO,1.0,Headwater/Ditch,False,P5,Rural Residential,,Whatcom County,False,,False,,False,,False,19,D2_Shrub_Comp,38.6,0.199,0.356,,0.253,0.231
T9429_2,70.61,117165772.0,2,1.0,117165772.0,89.3,958.6,337.6,0.357,1129.6,0.894,7.06,77.67,7.33,0.141,0.46,0.0,78.13,71.51,118906038.0,118906038.0,89.4,79.15,70.8,3,,N,False,,gradient,Lower Mainstem Nooksack,NGO,NGO,1.0,Headwater/Ditch,False,P5,Rural Residential,,Whatcom County,False,,False,,False,,False,21,D1_Forest,48.8,0.129,0.254,,0.133,0.113
T9430_1,49.02,13382240.0,1,0.5,6691120.0,18.1,969.3,187.4,-0.23,857.8,0.261,1.33,50.35,25.85,0.662,1.41,0.0,51.76,51.31,13941916.0,6970958.0,18.5,54.2,10.0,3,,N,False,,gradient,Lower Mainstem Nooksack,,Private/Unknown,1.0,Headwater/Ditch,False,P5,Urban/UGA,Ferndale,Whatcom County,False,,False,,False,,False,18,D1_Forest,70.9,0.138,0.316,,0.142,0.108
T9430_2,52.88,20145864.0,2,1.0,20145864.0,41.6,969.3,273.0,0.01,974.0,0.56,3.13,56.01,38.46,0.837,1.95,0.0,57.96,54.97,20616049.0,20616049.0,42.0,60.29,25.3,3,,N,False,,gradient,Lower Mainstem Nooksack,,Private/Unknown,1.0,Headwater/Ditch,False,P5,Urban/UGA,Ferndale,Whatcom County,False,,False,,False,,False,21,D4_HerbGround,34.0,0.087,0.451,,0.085,0.07
T9431_1,39.33,30014110.0,1,0.5,15007055.0,33.8,1033.1,146.5,-0.572,737.8,0.09,0.35,39.68,24.82,0.645,1.05,0.0,40.73,40.44,30737070.0,15368535.0,34.1,41.89,14.3,3,,N,False,,gradient,Lower Mainstem Nooksack,,Private/Unknown,1.0,Headwater/Ditch,False,P5,Rural Residential,,Whatcom County,False,,False,,False,,False,17,D1_Forest,81.1,0.224,0.29,0.474,0.322,0.3
T9431_2,44.59,20634199.0,2,1.0,20634199.0,42.4,1033.1,269.1,-0.006,1029.7,0.724,3.29,47.88,16.46,0.465,0.88,0.0,48.76,46.88,21702823.0,21702823.0,43.3,51.32,22.2,3,,N,False,,gradient,Lower Mainstem Nooksack,,Private/Unknown,1.0,Headwater/Ditch,False,P5,Rural Residential,,Whatcom County,False,,False,,False,,False,13,D1_Forest,100.0,0.198,0.069,0.336,0.194,0.152
T9432_1,79.71,34883150.0,1,0.5,17441575.0,37.6,897.3,174.4,-0.239,790.2,0.152,1.39,81.1,15.37,0.433,1.65,0.437,83.19,80.03,35064393.0,17532196.0,37.5,83.52,31.3,3,,N,False,,gradient,Lower Mainstem Nooksack,,Private/Unknown,1.0,Headwater/Ditch,False,P5,Urban/UGA,Ferndale,Whatcom County,False,,False,,False,,False,27,D4_HerbGround,31.5,0.058,0.631,,0.082,0.074
T9432_2,47.86,21613429.0,2,1.0,21613429.0,43.5,897.3,34.1,0.162,969.8,0.547,2.71,50.57,11.2,0.293,0.61,0.0,51.18,49.05,22089282.0,22089282.0,43.8,52.47,23.0,3,,N,False,,gradient,Lower Mainstem Nooksack,,Private/Unknown,1.0,Headwater/Ditch,False,P5,Urban/UGA,Ferndale,Whatcom County,False,,False,,False,,False,21,D1_Forest,74.5,0.137,0.229,,0.179,0.161
T9433_1,90.16,31179085.0,1,0.5,15589542.0,34.7,998.8,139.3,-0.256,870.9,0.287,3.04,93.2,11.01,0.285,1.26,0.544,95.01,90.15,31176923.0,15588461.0,34.4,94.99,32.7,3,,N,False,,gradient,Lower Mainstem Nooksack,,Private/Unknown,1.0,Headwater/Ditch,False,P5,Rural Residential,,Whatcom County,False,,False,,False,,False,8,D4_HerbGround,1.9,0.006,0.725,,0.009,0.009
T9433_2,91.55,54484045.0,2,1.0,54484045.0,71.7,998.8,224.6,-0.17,913.9,0.386,4.17,95.72,14.71,0.412,1.86,0.366,97.94,91.55,54484045.0,54484045.0,71.5,97.93,70.0,3,,N,False,,gradient,Lower Mainstem Nooksack,,Private/Unknown,1.0,Headwater/Ditch,False,P5,Rural Residential,,Whatcom County,False,,False,,False,,False,9,D4_HerbGround,0.0,0.006,0.728,,0.0,0.0
T9434_1,35.61,143524198.0,1,0.5,71762099.0,79.1,1066.5,190.0,-0.665,711.8,0.067,0.23,35.84,56.12,0.96,1.39,0.0,37.23,35.51,143195552.0,71597776.0,78.7,37.13,29.2,3,,N,False,,gradient,Lower NF Nooksack,NGO,NGO,3.0,Headwater/Ditch,False,P5,Commercial Forest,,Whatcom County,False,,False,,False,,False,13,D1_Forest,100.0,0.229,0.041,0.876,0.357,0.359
T9434_2,36.41,107072770.0,2,1.0,107072770.0,87.7,1066.5,252.3,-0.188,966.2,0.536,1.91,38.32,47.83,0.914,1.36,0.0,39.68,36.48,107500924.0,107500924.0,87.6,39.76,34.8,3,,N,False,,gradient,Lower NF Nooksack,NGO,NGO,3.0,Headwater/Ditch,False,P5,Commercial Forest,,Whatcom County,False,,False,,False,,False,17,D1_Forest,100.0,0.238,0.039,0.745,0.32,0.314
T9435_1,34.6,11172071.0,1,0.5,5586035.0,15.6,1024.3,133.7,-0.624,704.9,0.061,0.21,34.81,65.76,0.991,1.39,0.0,36.2,35.09,11329423.0,5664712.0,15.6,36.71,5.7,3,,N,False,,gradient,Lower NF Nooksack,NGO,NGO,1.0,Headwater/Ditch,False,P5,Commercial Forest,,Whatcom County,False,,False,,False,,False,7,D1_Forest,100.0,0.253,0.242,0.608,0.355,0.348
T9435_2,37.25,6066107.0,2,1.0,6066107.0,16.7,1024.3,264.5,-0.085,981.0,0.582,2.13,39.38,61.93,0.981,1.5,0.0,40.88,38.06,6189120.0,6189120.0,16.9,41.79,7.1,3,,N,False,,gradient,Lower NF Nooksack,NGO,NGO,1.0,Headwater/Ditch,False,P5,Commercial Forest,,Whatcom County,False,,False,,False,,False,7,D1_Forest,100.0,0.243,0.246,0.561,0.339,0.325
T9436_1,52.04,121904695.0,1,0.5,60952347.0,74.8,949.6,326.3,0.251,1068.8,0.808,4.43,56.47,11.83,0.317,0.72,0.44,57.63,53.97,126158895.0,63079448.0,75.4,59.79,45.1,3,,N,False,,gradient,Lower Mainstem Nooksack,,Private/Unknown,1.0,Headwater/Ditch,False,P5,Rural Residential,,Whatcom County,False,,False,,False,,False,27,D1_Forest,77.6,0.139,0.431,,0.157,0.124
T9436_2,50.08,108053271.0,2,1.0,108053271.0,87.9,949.6,303.8,0.166,1028.2,0.72,3.77,53.85,8.78,0.199,0.43,0.732,55.01,52.06,112149905.0,112149905.0,88.4,57.19,50.6,3,,N,False,,gradient,Lower Mainstem Nooksack,,Private/Unknown,1.0,Headwater/Ditch,False,P5,Rural Residential,,Whatcom County,False,,False,,False,,False,34,D1_Forest,82.6,0.165,0.415,,0.181,0.147
T9437_1,24.37,49211803.0,1,0.5,24605901.0,47.5,986.2,125.0,-0.398,790.0,0.152,0.34,24.71,51.38,0.936,0.86,0.0,25.57,23.89,48324285.0,24162143.0,46.6,25.06,11.7,3,,N,False,,gradient,Upper NF Nooksack,USFS,Federal,23.0,Medium Stream,False,P5,Federal Forest,,Whatcom County,False,,False,,False,,False,30,D1_Forest,93.3,0.605,0.312,,0.568,0.575
T9437_2,60.56,43101878.0,2,1.0,43101878.0,64.7,986.2,15.1,0.435,1200.8,0.951,6.25,66.81,15.24,0.429,1.18,0.0,67.99,60.23,42786041.0,42786041.0,64.2,67.61,43.4,3,,N,False,,gradient,Upper NF Nooksack,USFS,Federal,23.0,Medium Stream,False,P5,Federal Forest,,Whatcom County,False,,False,,False,,False,17,D4_HerbGround,38.7,0.245,0.613,,0.204,0.211
T9438_1,28.71,6325474.0,1,0.5,3162737.0,10.2,1010.9,259.9,-0.061,980.0,0.579,1.55,30.26,12.99,0.357,0.4,0.0,30.66,27.69,6137861.0,3068931.0,9.9,29.56,2.9,2,,N,False,,gradient,Upper NF Nooksack,"NPS, USFS",Federal,1.0,Headwater/Ditch,False,P5,Federal Forest,,Whatcom County,False,,False,,False,,False,7,D1_Forest,100.0,0.55,0.03,0.864,0.462,0.478
T9438_2,44.56,12014730.0,2,1.0,12014730.0,28.5,1010.9,339.6,0.259,1141.8,0.907,4.13,48.69,13.83,0.384,0.73,0.0,49.42,44.03,11773040.0,11773040.0,27.8,48.81,13.6,3,,N,False,,gradient,Upper NF Nooksack,"NPS, USFS",Federal,1.0,Headwater/Ditch,False,P5,Federal Forest,,Whatcom County,False,,False,,False,,False,10,D1_Forest,86.5,0.42,0.087,,0.379,0.391
T9439_1,55.16,49927876.0,1,0.5,24963938.0,47.9,1075.5,182.7,-0.467,824.3,0.202,1.19,56.35,22.0,0.591,1.45,0.0,57.8,56.37,50730254.0,25365127.0,48.0,59.07,28.4,3,,N,False,,gradient,Lower Mainstem Nooksack,,Private/Unknown,1.0,Headwater/Ditch,False,P5,Rural Residential,,Whatcom County,False,,False,,False,,False,28,D1_Forest,48.3,0.183,0.277,,0.235,0.222
T9439_2,47.85,35671458.0,2,1.0,35671458.0,58.8,1075.5,206.5,-0.448,834.4,0.218,1.08,48.93,26.48,0.673,1.39,0.0,50.32,50.2,37190523.0,37190523.0,59.8,52.82,31.6,3,,N,False,,gradient,Lower Mainstem Nooksack,,Private/Unknown,1.0,Headwater/Ditch,False,P5,Rural Residential,,Whatcom County,False,,False,,False,,False,15,D1_Forest,83.0,0.157,0.262,,0.16,0.125
T9440_1,22.34,31992826.0,1,0.5,15996413.0,35.4,1197.8,195.9,-0.746,751.2,0.105,0.21,22.55,26.54,0.674,0.56,0.0,23.11,21.4,30613344.0,15306672.0,34.0,22.13,7.5,3,,N,False,,gradient,Upper NF Nooksack,"NPS, USFS",Federal,3.0,Headwater/Ditch,False,P5,Federal Forest,,Whatcom County,False,,False,,False,,False,25,D1_Forest,100.0,0.842,0.096,0.879,0.592,0.61
T9440_2,23.12,16563433.0,2,1.0,16563433.0,36.3,1197.8,205.5,-0.668,798.0,0.162,0.34,23.46,24.98,0.648,0.56,0.0,24.02,22.0,15707735.0,15707735.0,34.6,22.84,7.9,3,,N,False,,gradient,Upper NF Nooksack,"NPS, USFS",Federal,3.0,Headwater/Ditch,False,P5,Federal Forest,,Whatcom County,False,,False,,False,,False,16,D1_Forest,100.0,0.71,0.246,,0.591,0.613
T9441_1,82.97,201867991.0,1,0.5,100933996.0,86.6,971.1,145.1,-0.279,835.7,0.221,2.12,85.09,11.98,0.322,1.29,3.754,90.13,83.38,202594899.0,101297449.0,86.5,90.56,78.3,3,,N,False,,gradient,Lower Mainstem Nooksack,SFW,State,1.0,Headwater/Ditch,False,P5,Industrial,,Whatcom County,False,,False,,False,,False,17,D4_HerbGround,10.3,0.022,0.774,,0.01,0.006
T9441_2,84.3,195920646.0,2,1.0,195920646.0,95.8,971.1,35.3,0.282,1107.8,0.868,8.49,92.79,10.15,0.253,1.03,3.893,97.71,84.6,196697557.0,196697557.0,95.8,98.05,93.9,3,,N,False,,gradient,Lower Mainstem Nooksack,SFW,State,1.0,Headwater/Ditch,False,P5,Industrial,,Whatcom County,False,,False,,False,,False,17,D4_HerbGround,22.7,0.051,0.657,,0.021,0.014
T9442_1,27.21,13319128.0,1,0.5,6659564.0,18.0,1102.5,252.2,-0.113,1040.1,0.749,1.89,29.1,21.43,0.58,0.61,0.0,29.71,26.12,12777790.0,6388895.0,17.3,28.49,4.9,2,,N,False,,gradient,Upper NF Nooksack,"NPS, USFS",Federal,1.0,Headwater/Ditch,False,P5,Federal Forest,,Whatcom County,False,,False,,False,,False,9,D1_Forest,99.9,0.629,0.053,,0.505,0.525
T9442_2,69.89,36202654.0,2,1.0,36202654.0,59.2,1102.5,341.0,0.39,1317.5,0.989,7.72,77.61,13.39,0.37,1.2,0.0,78.81,69.67,36023951.0,36023951.0,58.7,78.56,46.1,3,,N,False,,gradient,Upper NF Nooksack,"NPS, USFS",Federal,1.0,Headwater/Ditch,False,P5,Federal Forest,,Whatcom County,False,,False,,False,,False,9,D4_HerbGround,24.7,0.188,0.392,,0.123,0.128
T9443_1,66.37,147171435.0,1,0.5,73585717.0,79.7,1055.3,205.9,-0.669,702.6,0.06,0.44,66.81,53.46,0.948,2.9,0.0,69.71,66.64,148032403.0,74016201.0,79.6,69.99,55.7,3,,N,False,,gradient,Upper NF Nooksack,"NPS, USFS",Federal,3.0,Headwater/Ditch,False,P5,Federal Forest,,Whatcom County,False,,False,,False,,False,23,D3_Shrub_NoComp,30.4,0.182,0.408,,0.076,0.068
T9443_2,48.21,90576433.0,2,1.0,90576433.0,84.5,1055.3,251.9,-0.233,932.6,0.437,2.19,50.4,65.65,0.991,2.06,0.0,52.46,48.75,91692322.0,91692322.0,84.5,53.06,44.8,3,,N,False,,gradient,Upper NF Nooksack,"NPS, USFS",Federal,3.0,Headwater/Ditch,False,P5,Federal Forest,,Whatcom County,False,,False,,False,,False,29,D1_Forest,77.7,0.301,0.324,,0.27,0.259
T9444_1,43.83,43436294.0,1,0.5,21718147.0,43.6,959.2,57.4,0.06,988.2,0.605,2.7,46.53,10.25,0.257,0.48,0.0,47.01,44.93,44522349.0,22261175.0,44.0,48.2,21.2,3,,N,False,,gradient,Upper Mainstem Nooksack,,Private/Unknown,1.0,Headwater/Ditch,True,P5,Agriculture,,Whatcom County,False,,False,,False,,False,3,D1_Forest,100.0,0.158,0.42,0.002,0.203,0.183
T9444_2,44.37,37935753.0,2,1.0,37935753.0,60.9,959.2,294.8,0.055,985.6,0.597,2.7,47.07,11.27,0.296,0.56,0.0,47.63,45.47,38876332.0,38876332.0,61.3,48.83,29.9,3,,N,False,,gradient,Upper Mainstem Nooksack,,Private/Unknown,1.0,Headwater/Ditch,True,P5,Agriculture,,Whatcom County,False,,False,,False,,False,6,D1_Forest,98.5,0.155,0.421,,0.197,0.178
T9445_1,75.15,136949925.0,1,0.5,68474963.0,77.8,965.1,65.6,0.146,1035.6,0.739,6.29,81.44,9.79,0.239,0.85,0.162,82.45,75.83,137866620.0,68933310.0,77.7,83.21,64.7,3,,N,False,,gradient,Lower Mainstem Nooksack,,Private/Unknown,1.0,Headwater/Ditch,False,P5,Rural Residential,,Whatcom County,False,,False,,False,,False,32,D4_HerbGround,16.3,0.022,0.804,,0.04,0.033
T9445_2,68.97,120270078.0,2,1.0,120270078.0,89.7,965.1,340.7,0.251,1086.4,0.836,6.42,75.39,9.38,0.224,0.72,0.261,76.37,70.08,121726612.0,121726612.0,89.8,77.62,69.7,3,,N,False,,gradient,Lower Mainstem Nooksack,,Private/Unknown,1.0,Headwater/Ditch,False,P5,Rural Residential,,Whatcom County,False,,False,,False,,False,29,D4_HerbGround,24.1,0.031,0.757,,0.057,0.044
T9446_1,55.5,78612370.0,1,0.5,39306185.0,61.9,983.7,157.4,-0.146,912.1,0.382,2.26,57.76,11.38,0.3,0.74,0.0,58.5,57.18,80729943.0,40364971.0,62.4,60.29,37.6,3,,N,False,,gradient,Lower Mainstem Nooksack,,Private/Unknown,1.0,Headwater/Ditch,False,P5,Rural Residential,,Whatcom County,False,,False,,False,,False,16,D1_Forest,72.5,0.144,0.355,,0.161,0.137
T9446_2,57.51,102700391.0,2,1.0,102700391.0,87.0,983.7,9.6,0.095,1030.5,0.725,4.48,61.99,13.36,0.369,0.95,0.238,63.18,59.21,105258396.0,105258396.0,87.2,65.07,56.7,3,,N,False,,gradient,Lower Mainstem Nooksack,,Private/Unknown,1.0,Headwater/Ditch,False,P5,Rural Residential,,Whatcom County,False,,False,,False,,False,30,D1_Forest,54.5,0.111,0.524,,0.12,0.094
T9447_1,43.83,4830950.0,1,0.5,2415475.0,8.5,958.2,58.7,0.064,988.7,0.606,2.7,46.53,9.03,0.209,0.39,0.0,46.92,44.93,4951740.0,2475870.0,8.6,48.12,4.1,3,,Y,True,Spring Chinook,gradient,Upper Mainstem Nooksack,,Private/Unknown,1.0,Headwater/Ditch,True,P2,Agriculture,,Whatcom County,False,,False,,False,,False,3,D1_Forest,100.0,0.158,0.42,0.002,0.203,0.183
T9447_2,43.83,11688890.0,2,1.0,11688890.0,27.9,958.2,276.0,0.021,968.3,0.542,2.42,46.25,8.69,0.195,0.36,0.0,46.61,44.93,11981152.0,11981152.0,28.2,47.8,13.5,3,,Y,True,Spring Chinook,gradient,Upper Mainstem Nooksack,,Private/Unknown,1.0,Headwater/Ditch,True,P2,Agriculture,,Whatcom County,False,,False,,False,,False,3,D1_Forest,100.0,0.158,0.42,0.002,0.203,0.183
T9448_1,91.69,151605544.0,1,0.5,75802772.0,80.5,991.6,90.9,-0.011,986.0,0.598,6.46,98.15,11.35,0.299,1.35,0.0,99.5,91.69,151605544.0,75802772.0,80.3,99.5,79.9,3,,N,False,,gradient,Lower Mainstem Nooksack,,Private/Unknown,1.0,Headwater/Ditch,False,P5,Rural Residential,,Whatcom County,False,,False,,False,,False,3,D4_HerbGround,0.0,0.001,0.912,,0.0,0.0
T9448_2,91.68,101857823.0,2,1.0,101857823.0,86.8,991.6,111.0,-0.178,903.2,0.359,3.88,95.56,5.77,0.078,0.35,0.006,95.92,91.68,101857823.0,101857823.0,86.6,95.92,83.1,3,,N,False,,gradient,Lower Mainstem Nooksack,,Private/Unknown,1.0,Headwater/Ditch,False,P5,Rural Residential,,Whatcom County,False,,False,,False,,False,5,D4_HerbGround,0.0,0.001,0.913,,0.0,0.0
T9449_1,80.0,15516800.0,1,0.5,7758400.0,20.3,1032.4,351.4,0.505,1292.9,0.984,9.03,89.03,9.73,0.237,0.91,0.0,89.94,80.0,15516800.0,7758400.0,20.1,89.94,18.1,3,,N,False,,gradient,Upper NF Nooksack,USFS,Federal,1.0,Headwater/Ditch,False,P5,Federal Forest,,Whatcom County,False,,False,,False,,False,3,D4_HerbGround,0.0,0.05,0.508,,0.0,0.0
T9449_2,80.0,23823760.0,2,1.0,23823760.0,46.5,1032.4,301.0,0.214,1142.8,0.908,8.34,88.34,9.06,0.21,0.8,0.0,89.14,80.0,23823760.0,23823760.0,46.2,89.14,41.2,3,,N,False,,gradient,Upper NF Nooksack,USFS,Federal,1.0,Headwater/Ditch,False,P5,Federal Forest,,Whatcom County,False,,False,,False,,False,3,D4_HerbGround,0.0,0.05,0.508,,0.0,0.0
T9450_1,91.69,48800077.0,1,0.5,24400038.0,47.2,997.9,88.2,0.028,1011.9,0.675,7.3,98.99,8.36,0.182,0.82,0.0,99.81,91.69,48800077.0,24400038.0,46.9,99.81,46.8,3,,N,False,,gradient,Lower Mainstem Nooksack,,Private/Unknown,1.0,Headwater/Ditch,False,P5,Rural Residential,,Whatcom County,False,,False,,False,,False,3,D4_HerbGround,0.0,0.001,0.912,,0.0,0.0
T9450_2,91.69,45822180.0,2,1.0,45822180.0,66.7,997.9,104.2,-0.212,892.1,0.333,3.6,95.29,9.48,0.227,1.02,0.0,96.31,91.69,45822180.0,45822180.0,66.3,96.32,63.9,3,,N,False,,gradient,Lower Mainstem Nooksack,,Private/Unknown,1.0,Headwater/Ditch,False,P5,Rural Residential,,Whatcom County,False,,False,,False,,False,3,D4_HerbGround,0.0,0.001,0.912,,0.0,0.0
T9451_1,43.83,77781964.0,1,0.5,38890982.0,61.7,960.4,95.0,-0.007,957.2,0.509,2.27,46.1,7.12,0.132,0.25,0.0,46.35,44.93,79726779.0,39863390.0,62.1,47.52,29.5,4,,N,False,,gradient,Upper Mainstem Nooksack,TRIB,Tribal,1.0,Headwater/Ditch,True,P5,Agriculture,,Whatcom County,False,,False,,False,,False,4,D1_Forest,100.0,0.158,0.42,0.002,0.203,0.183
T9451_2,43.83,46557010.0,2,1.0,46557010.0,67.2,960.4,311.1,0.149,1032.2,0.73,3.26,47.09,8.08,0.17,0.32,0.0,47.41,44.93,47721094.0,47721094.0,67.6,48.61,32.9,3,,N,False,,gradient,Upper Mainstem Nooksack,TRIB,Tribal,1.0,Headwater/Ditch,True,P5,Agriculture,,Whatcom County,False,,False,,False,,False,3,D1_Forest,100.0,0.158,0.42,0.002,0.203,0.183
T9452_1,35.56,7880543.0,1,0.5,3940272.0,12.0,1034.5,117.8,-0.415,819.8,0.195,0.68,36.24,61.33,0.98,1.42,0.0,37.66,35.99,7975611.0,3987805.0,12.0,38.11,4.6,3,,N,False,,gradient,Lower NF Nooksack,NGO,NGO,1.0,Headwater/Ditch,False,P5,Commercial Forest,,Whatcom County,False,,False,,False,,False,6,D1_Forest,100.0,0.238,0.184,0.62,0.334,0.328
T9452_2,35.95,3556664.0,2,1.0,3556664.0,11.1,1034.5,256.2,-0.223,919.3,0.401,1.41,37.36,61.6,0.98,1.44,0.0,38.8,37.15,3655015.0,3655015.0,11.3,40.11,4.5,2,,N,False,,gradient,Lower NF Nooksack,NGO,NGO,1.0,Headwater/Ditch,False,P5,Commercial Forest,,Whatcom County,False,,False,,False,,False,4,D1_Forest,100.0,0.256,0.313,0.536,0.36,0.341
T9453_1,41.67,59192783.0,1,0.5,29596392.0,53.1,1023.5,225.6,-0.254,893.3,0.336,1.41,43.08,18.12,0.505,0.88,0.0,43.96,42.8,60723837.0,30361919.0,53.5,45.17,24.2,3,,N,False,,gradient,Lower Mainstem Nooksack,,Private/Unknown,1.0,Headwater/Ditch,False,P5,Rural Residential,,Whatcom County,False,,False,,False,,False,30,D1_Forest,100.0,0.201,0.097,,0.256,0.237
T9453_2,50.77,56912562.0,2,1.0,56912562.0,73.0,1023.5,223.6,-0.253,894.2,0.338,1.8,52.57,18.41,0.511,1.13,0.0,53.7,51.73,57934403.0,57934403.0,73.2,54.73,40.1,3,,N,False,,gradient,Lower Mainstem Nooksack,,Private/Unknown,1.0,Headwater/Ditch,False,P5,Rural Residential,,Whatcom County,False,,False,,False,,False,28,D1_Forest,70.4,0.171,0.19,,0.198,0.182
T9454_1,48.62,64896012.0,1,0.5,32448006.0,55.9,907.7,22.2,0.368,1074.7,0.818,4.13,52.75,16.36,0.461,0.97,0.0,53.72,49.23,65685482.0,32842741.0,55.9,54.41,30.4,3,,N,False,,gradient,Lower Mainstem Nooksack,,Private/Unknown,1.0,Headwater/Ditch,False,P5,Rural Residential,,Whatcom County,False,,False,,False,,False,22,D1_Forest,83.8,0.196,0.198,,0.261,0.251
T9454_2,45.53,52058340.0,2,1.0,52058340.0,70.5,907.7,250.8,-0.143,842.9,0.233,1.09,46.62,26.74,0.677,1.32,0.0,47.94,45.63,52126453.0,52126453.0,70.2,48.04,33.7,3,,N,False,,gradient,Lower Mainstem Nooksack,,Private/Unknown,1.0,Headwater/Ditch,False,P5,Rural Residential,,Whatcom County,False,,False,,False,,False,22,D1_Forest,79.8,0.222,0.234,,0.297,0.297
T9455_1,33.65,319338.0,1,0.5,159669.0,1.4,1087.2,120.9,-0.465,834.2,0.218,0.71,34.36,52.32,0.941,1.27,0.0,35.63,34.28,325337.0,162669.0,1.4,36.31,0.5,2,,N,False,,gradient,Lower NF Nooksack,NGO,NGO,1.0,Headwater/Ditch,False,P5,Commercial Forest,,Whatcom County,False,,False,,False,,False,2,D1_Forest,100.0,0.269,0.342,0.58,0.388,0.377
T9455_2,33.65,66290.0,2,1.0,66290.0,0.6,1087.2,174.9,-0.949,571.3,0.01,0.03,33.68,44.16,0.887,1.2,0.0,34.88,34.28,67536.0,67536.0,0.6,35.54,0.2,1,,N,False,,gradient,Lower NF Nooksack,NGO,NGO,1.0,Headwater/Ditch,False,P5,Commercial Forest,,Whatcom County,False,,False,,False,,False,1,D1_Forest,100.0,0.269,0.342,0.58,0.388,0.377
T9456_1,56.52,106859124.0,1,0.5,53429562.0,71.2,978.4,163.9,-0.121,919.2,0.4,2.42,58.94,10.31,0.259,0.65,0.0,59.59,57.48,108751620.0,54375810.0,71.4,60.62,43.3,4,,N,False,,gradient,Lower NF Nooksack,,Private/Unknown,1.0,Headwater/Ditch,True,P5,Rural Residential,,Whatcom County,False,,False,,False,,False,12,D1_Forest,81.3,0.183,0.168,,0.09,0.072
T9456_2,51.47,140356789.0,2,1.0,140356789.0,92.0,978.4,248.4,-0.066,946.1,0.477,2.58,54.05,16.28,0.459,1.03,0.0,55.08,52.57,143015492.0,143015492.0,92.2,56.28,51.9,5,,N,False,,gradient,Lower NF Nooksack,,Private/Unknown,1.0,Headwater/Ditch,True,P5,Rural Residential,,Whatcom County,False,,False,,False,,False,48,D1_Forest,66.7,0.191,0.227,,0.125,0.11
T9457_1,43.83,92975737.0,1,0.5,46487868.0,67.1,962.7,86.3,0.006,965.8,0.534,2.38,46.21,9.09,0.211,0.39,0.0,46.6,44.93,95300448.0,47650224.0,67.5,47.79,32.3,4,,N,False,,gradient,Upper Mainstem Nooksack,TRIB,Tribal,1.0,Headwater/Ditch,True,P5,Agriculture,,Whatcom County,False,,False,,False,,False,4,D1_Forest,100.0,0.158,0.42,0.002,0.203,0.183
T9457_2,43.83,115073208.0,2,1.0,115073208.0,89.0,962.7,322.7,0.072,997.6,0.633,2.82,46.65,15.3,0.431,0.8,0.0,47.45,44.93,117950431.0,117950431.0,89.3,48.66,43.5,4,,N,False,,gradient,Upper Mainstem Nooksack,TRIB,Tribal,1.0,Headwater/Ditch,True,P5,Agriculture,,Whatcom County,False,,False,,False,,False,4,D1_Forest,100.0,0.158,0.42,0.002,0.203,0.183
T9458_1,43.83,40002371.0,1,0.5,20001185.0,41.4,956.8,61.7,0.05,980.5,0.58,2.59,46.42,8.25,0.177,0.33,0.0,46.75,44.93,41002567.0,20501283.0,41.8,47.94,20.0,3,,N,False,,gradient,Upper Mainstem Nooksack,TRIB,Tribal,1.0,Headwater/Ditch,True,P5,Agriculture,,Whatcom County,False,,False,,False,,False,3,D1_Forest,100.0,0.158,0.42,0.002,0.203,0.183
