BID,asp,af
T13376_1,192.3,-0.118
T4174_1,236.1,-0.032
T13336_1,162.9,-0.281
T4154_2,41.3,0.566
T15135_2,249.1,-0.083
L544_2,42.6,0.001
T4096_2,189.6,-0.669
L545_3,303.0,0.114
T13337_2,206.1,-0.521
T4027_1,208.9,-0.422
T4102_2,330.6,0.051
T15354_1,11.2,0.175
T13356_2,126.1,-0.197
T15894_2,237.2,-0.188
T13369_1,310.0,0.336
T17533_1,91.3,-0.002
T13394_2,225.8,-0.212
T13292_2,218.9,-0.569
T13358_2,262.4,-0.033
T13337_1,166.1,-0.661
T13358_1,134.6,-0.322
T16793_1,357.0,0.167
T4098_1,97.7,-0.041
T13394_1,115.6,-0.078
T13342_2,285.4,0.138
T13340_2,166.1,-0.13
T4103_1,94.8,-0.005
T13369_2,178.0,-0.632
T4115_2,190.9,-0.647
T4189_1,187.8,-0.115
T4189_2,163.5,-0.168
T13386_2,166.4,-0.144
L548_2,352.8,0.077
T15163_1,209.4,-0.335
T15354_2,215.9,-0.294
T4104_2,216.9,-0.161
T4113_1,181.0,-0.586
T4095_2,321.7,0.151
T4095_1,71.4,0.101
T17054_1,34.8,0.253
T13299_2,15.8,0.543
T15894_1,164.0,-0.212
T13363_1,43.6,0.048
T4116_2,257.2,-0.064
T13342_1,180.2,-0.108
T13360_1,232.8,-0.133
L543_1,327.2,0.087
T16792_1,356.8,0.328
T13374_2,219.7,-0.308
T13374_1,195.3,-0.328
T13367_1,312.6,0.487
T17040_2,265.3,-0.043
T17040_1,65.1,0.293
T4153_2,199.6,-0.549
T13344_1,347.2,0.766
T15159_1,326.9,0.579
T13344_2,295.2,0.184
L546_1,285.6,0.016
T4118_2,213.8,-0.172
T13341_1,174.4,-0.665
T13388_2,254.8,-0.046
T13388_1,99.1,-0.012
T15351_2,325.2,0.146
T15353_1,7.6,0.251
L547_1,91.6,-0.01
T13389_2,293.4,0.043
L547_2,52.7,0.003
T16815_2,234.1,-0.042
T16815_1,92.8,-0.037
T4129_1,343.4,0.152
T15457_2,267.5,-0.037
T15457_1,166.4,-0.086
T13390_1,200.9,-0.079
L548_1,287.4,0.047
T4118_1,139.4,-0.116
T13385_1,92.2,-0.014
T13385_2,243.2,-0.199
T13379_2,274.0,0.014
T13326_1,179.7,-0.679
T13278_1,41.2,0.138
T13361_1,162.8,-0.504
T13365_2,238.3,-0.289
T13387_2,317.3,0.378
T13326_2,183.3,-0.578
T13299_1,112.2,-0.227
T4098_2,101.6,-0.039
T13397_1,233.9,-0.117
T13278_2,44.1,0.108
T13331_2,205.8,-0.628
T15161_2,326.2,0.609
T13352_2,288.2,0.096
T15158_1,352.4,0.754
T13387_1,158.2,-0.488
T13379_1,140.6,-0.12
T4129_2,207.6,-0.258
T13283_2,236.4,-0.083
T16793_2,137.8,-0.16
T13372_2,212.0,-0.177
T4116_1,134.2,-0.084
T13404_2,236.4,-0.165
T13352_1,168.5,-0.144
T13331_1,178.5,-0.644
T4108_2,289.1,0.093
T4154_1,138.8,-0.627
T13351_2,193.0,-0.737
T17054_2,242.2,-0.281
T16051_1,116.9,-0.223
T13376_2,191.9,-0.1
T13283_1,175.2,-0.365
T13345_1,143.9,-0.228
T13345_2,318.9,0.158
T16795_1,357.9,0.474
L544_1,12.6,0.074
T13393_2,292.9,0.134
L545_4,153.0,-0.222
T15343_2,304.1,0.234
T15355_1,57.2,0.165
T4102_1,210.2,-0.097
T15162_1,351.3,0.677
T13397_2,253.3,-0.226
T13341_2,202.9,-0.644
T13367_2,272.1,0.029
T13396_1,315.8,0.236
T13348_1,159.6,-0.64
T13378_1,310.2,0.318
L546_2,216.4,-0.065
T13354_1,117.1,-0.274
T13383_2,210.0,-0.118
T13386_1,151.6,-0.245
T13383_1,117.4,-0.05
T13273_1,349.4,0.075
T13273_2,342.1,0.083
T13393_1,153.6,-0.672
T13274_2,330.5,0.063
T4126_2,237.8,-0.118
T15343_1,145.0,-0.272
T13363_2,167.5,-0.185
T13348_2,178.2,-0.828
L547_3,279.2,0.004
T13398_1,333.6,0.366
T13396_2,184.3,-0.849
T16792_2,185.0,-0.067
T4119_2,224.0,-0.059
T4119_1,173.9,-0.073
T16051_2,275.0,0.017
L549_1,186.7,-0.039
T13365_1,236.1,-0.16
T15159_2,175.8,-0.705
T13401_1,322.5,0.213
L548_3,205.7,-0.306
T13371_1,4.6,0.139
T15355_2,261.0,-0.053
T13402_1,100.1,-0.029
T13354_2,190.8,-0.699
T15351_1,201.6,-0.363
T4107_1,162.1,-0.667
T15353_2,209.7,-0.238
T13390_2,197.9,-0.078
T13389_1,162.9,-0.277
L550_1,314.5,0.013
T15161_1,164.4,-0.759
T13371_2,221.3,-0.19
T13382_1,44.5,0.405
T4126_1,161.2,-0.239
T13382_2,29.9,0.32
T15158_2,193.2,-0.659
T13351_1,151.3,-0.533
T13403_1,319.9,0.256
T4108_1,154.9,-0.395
T13370_1,323.3,0.296
T13421_1,39.4,0.247
T13404_1,191.0,-0.305
L551_2,349.2,0.049
T13414_1,32.4,0.515
T13377_1,101.5,-0.094
L549_2,227.4,-0.149
T13414_2,17.3,0.238
T13353_2,246.2,-0.109
T13353_1,202.7,-0.372
T13432_1,21.8,0.518
T13380_2,239.8,-0.18
T13408_2,250.9,-0.04
T13377_2,164.0,-0.384
T13403_2,182.0,-0.723
T4168_2,248.6,-0.065
T13411_2,208.3,-0.075
T13416_2,204.6,-0.093
T4128_1,16.8,0.213
T16795_2,178.0,-0.391
T4107_2,210.1,-0.575
T13381_2,271.1,0.005
T13429_2,28.9,0.524
T13359_2,229.7,-0.526
T4105_2,270.8,0.007
T13359_1,189.8,-0.654
T4168_1,146.4,-0.067
T13400_2,163.1,-0.211
T13400_1,177.4,-0.138
T15162_2,192.5,-0.546
T13378_2,226.8,-0.277
T13419_1,142.6,-0.055
T13398_2,162.8,-0.602
T13380_1,180.9,-0.561
T16049_2,243.9,-0.027
L552_1,307.5,0.041
T13381_1,199.9,-0.259
T13422_1,193.9,-0.034
T13422_2,217.2,-0.072
T13408_1,199.2,-0.293
T13423_2,274.9,0.01
T13447_1,336.5,0.404
T16049_1,76.3,0.104
T13401_2,179.4,-0.377
T4133_1,331.7,0.743
T4133_2,276.3,0.059
T13411_1,204.9,-0.081
T13406_1,82.2,0.04
T13406_2,263.9,-0.061
L552_2,177.4,-0.012
T13427_1,235.2,-0.013
T13421_2,156.1,-0.146
T4128_2,202.3,-0.304
T13425_2,231.6,-0.125
T4134_1,74.8,0.142
T13425_1,52.5,0.129
T13274_1,77.0,0.012
T4105_1,162.2,-0.771
T13426_2,177.5,-0.086
T13364_1,176.8,-0.653
T13417_1,358.4,0.103
T13364_2,209.7,-0.559
T13432_2,69.5,0.115
T4135_2,6.9,0.598
L553_2,201.8,-0.033
T13440_2,183.2,-0.121
T13434_2,172.0,-0.131
T13440_1,158.9,-0.07
T4134_2,78.5,0.141
T16796_1,156.8,-0.448
T13451_1,13.0,0.209
T13402_2,185.0,-0.252
L617_4,284.9,0.029
T4164_2,256.8,-0.051
T4131_1,170.8,-0.236
T4188_1,176.0,-0.291
T4130_1,334.1,0.129
T17034_2,283.0,0.106
T13450_2,314.6,0.087
T13392_2,266.6,-0.02
T4164_1,141.6,-0.188
L554_2,268.5,-0.002
T13418_2,318.1,0.57
T13417_2,214.3,-0.302
T13355_2,346.4,0.458
T13395_1,56.8,0.315
T13444_1,181.5,-0.064
T13424_2,318.5,0.408
T13449_2,249.8,-0.045
T13424_1,150.0,-0.713
T13182_2,198.4,-0.146
T13452_3,229.0,-0.039
L550_2,108.0,-0.007
T13452_1,298.8,0.19
T13355_1,154.1,-0.131
T13182_1,212.9,-0.138
T13429_1,123.8,-0.175
T4127_1,28.9,0.237
T13373_1,166.7,-0.782
L554_3,47.2,0.02
L554_1,103.7,-0.101
T13457_2,208.5,-0.17
T15690_2,226.6,-0.245
T13373_2,192.5,-0.65
T13370_2,207.8,-0.102
T15544_2,281.3,0.026
T13395_2,358.7,0.396
T13392_1,246.5,-0.023
L551_1,167.0,-0.251
T15544_1,153.1,-0.158
T15892_2,239.6,-0.155
T15891_2,255.7,-0.028
T13431_1,283.3,0.114
T15690_1,97.3,-0.036
L552_3,211.2,-0.107
T13407_2,39.2,0.68
T13463_1,204.3,-0.147
T13437_2,15.7,0.214
T13471_1,181.6,-0.037
T13471_2,137.5,-0.015
T13445_2,166.6,-0.334
T17034_1,149.5,-0.49
T4125_2,92.4,-0.022
T13416_1,209.6,-0.107
T13467_2,334.0,0.261
T13415_1,120.6,-0.249
T13435_1,70.4,0.081
T13468_1,37.0,0.356
T13428_1,165.0,-0.069
L554_4,198.8,-0.548
T13428_2,219.4,-0.07
T13415_2,161.0,-0.397
T15895_2,346.3,0.142
T13431_2,245.6,-0.203
T13419_2,201.8,-0.094
T15895_1,341.8,0.169
T13469_2,14.9,0.035
T13418_1,190.3,-0.418
T4081_2,342.5,0.139
T13438_2,20.9,0.395
T13443_2,83.3,0.002
T13451_2,188.6,-0.174
T13423_1,185.3,-0.116
T15357_1,29.4,0.283
T16796_2,192.9,-0.371
T13420_2,308.4,0.42
L555_3,228.8,-0.211
T13427_2,192.7,-0.079
T13420_1,203.3,-0.371
T15892_1,176.3,-0.312
T14874_1,113.9,-0.05
T13426_1,204.4,-0.122
T4136_1,87.1,0.036
T4135_1,182.2,-0.367
T4130_2,206.9,-0.049
T14874_2,253.8,-0.047
T13469_1,258.7,-0.049
T4136_2,139.5,-0.551
T13434_1,250.2,-0.004
T4131_2,337.3,0.099
L555_2,86.8,0.0
T13467_1,198.4,-0.27
T15357_2,219.2,-0.156
L553_1,210.8,-0.089
T13496_1,113.9,-0.11
T13486_2,254.1,-0.087
T13438_1,151.4,-0.483
T13384_2,291.7,0.057
T13496_2,249.2,-0.084
T13384_1,338.7,0.036
T13509_2,260.3,-0.056
T13460_1,326.7,0.349
T4081_1,14.6,0.291
T13435_2,173.4,-0.278
T13490_2,117.0,-0.194
T4138_1,298.8,0.135
T13488_2,340.0,0.119
T4188_2,130.1,-0.242
T13482_1,139.5,-0.186
T4127_2,198.3,-0.482
L556_2,124.2,-0.002
T17038_2,292.2,0.224
L557_1,33.9,0.635
T13449_1,196.6,-0.271
T4163_2,339.3,0.308
T13445_1,214.4,-0.208
T13444_2,190.8,-0.176
T13450_1,205.1,-0.108
T13441_2,126.6,-0.079
T13490_1,82.4,0.027
L557_2,217.6,-0.137
T15891_1,115.9,-0.158
T4132_1,277.0,0.087
T13517_2,277.4,0.057
T13517_1,127.9,-0.387
T13452_2,184.4,-0.352
T4163_1,191.6,-0.266
T13437_1,65.8,0.208
O517_4,235.6,-0.031
T13512_1,47.0,0.081
L558_1,278.3,0.047
T13486_1,157.9,-0.258
T13430_2,210.8,-0.123
T13457_1,193.8,-0.14
T13482_2,172.4,-0.292
T16429_2,250.7,-0.064
T16429_1,133.9,-0.133
T15689_1,97.3,-0.049
T13468_2,53.7,0.172
T15689_2,270.8,0.008
T13430_1,131.3,-0.334
T13509_1,135.5,-0.141
T14872_2,305.5,0.208
T4137_2,22.8,0.415
T13488_1,192.6,-0.416
T13463_2,208.6,-0.121
T13407_1,135.8,-0.543
T13519_2,339.7,0.564
T14872_1,129.0,-0.166
L559_1,39.2,0.061
L560_2,13.1,0.016
T4125_1,92.3,-0.023
T13487_1,177.6,-0.151
T13487_2,196.1,-0.138
T13456_1,144.1,-0.247
T13461_2,334.9,0.257
T13464_2,311.0,0.149
T13433_1,158.2,-0.198
T13433_2,347.9,0.499
L567_3,305.8,0.24
T13519_1,181.7,-0.834
L563_5,236.6,-0.238
T13473_1,355.9,0.541
T13441_1,157.1,-0.388
L561_1,331.3,0.067
L561_2,159.0,-0.016
T13443_1,171.7,-0.389
T17047_1,312.2,0.269
T13366_1,72.6,0.047
T13366_2,335.0,0.313
T13527_2,302.2,0.07
T13409_2,3.3,0.306
T13465_1,303.4,0.214
T13480_2,317.1,0.061
T13516_2,161.6,-0.155
T13515_2,149.9,-0.096
T13492_1,85.1,0.019
T17047_2,201.7,-0.494
T13492_2,235.2,-0.217
T13516_1,154.7,-0.268
T13461_1,165.9,-0.357
T13439_1,105.6,-0.038
T13442_2,359.0,0.656
T13442_1,3.6,0.676
T13458_1,6.3,0.637
T13460_2,331.8,0.059
T4138_2,221.3,-0.165
T13456_2,184.6,-0.548
T13522_2,205.1,-0.279
T13522_1,206.5,-0.249
L555_1,289.9,0.007
T15879_2,216.8,-0.198
T16794_2,336.4,0.429
T13455_1,19.7,0.301
T13455_2,260.9,-0.084
T4152_1,56.6,0.404
T15879_1,148.4,-0.289
T17038_1,140.9,-0.425
T13436_2,289.0,0.22
T15350_1,23.7,0.369
T13510_1,171.3,-0.186
T13508_2,24.1,0.506
T13506_1,34.3,0.719
T13508_1,35.8,0.583
T13493_1,139.0,-0.07
T13446_1,340.5,0.149
T13510_2,236.3,-0.112
T4137_1,41.3,0.37
L556_1,243.0,-0.055
T16791_2,317.1,0.224
T13526_1,49.9,0.391
T16791_1,131.9,-0.453
T13464_1,166.5,-0.392
T13527_1,48.8,0.016
T4132_2,242.4,-0.304
T16794_1,151.2,-0.532
T13478_1,281.4,0.013
L557_3,73.1,0.028
T13458_2,317.5,0.272
T13512_2,228.8,-0.036
L568_3,291.1,0.159
L562_1,292.2,0.014
T13466_2,349.5,0.503
T15350_2,243.4,-0.119
T16433_2,296.8,0.147
T13481_1,196.4,-0.091
T13481_2,2.6,0.143
T13459_2,81.4,0.124
T13473_2,174.8,-0.561
T4272_1,191.9,-0.11
T13513_1,240.2,-0.11
L558_2,339.3,0.043
T4156_2,284.4,0.102
T13501_1,322.4,0.097
T13466_1,126.2,-0.158
T13453_1,46.9,0.316
T13453_2,350.8,0.53
T13521_2,284.7,0.168
T13483_2,18.5,0.645
T13470_1,32.2,0.404
T13462_2,3.3,0.529
T15347_1,15.9,0.236
T4272_2,150.4,-0.139
T13459_1,151.4,-0.672
T13518_2,136.7,-0.057
T4142_2,266.3,-0.026
T4142_1,199.7,-0.107
T13470_2,249.2,-0.112
T13543_1,158.1,-0.328
T13498_1,27.5,0.323
T13543_2,281.7,0.094
L561_3,192.3,-0.376
T13479_2,267.6,-0.014
T13540_1,67.1,0.105
T4155_2,239.9,-0.314
L563_3,14.1,0.09
T13513_2,323.2,0.146
T15347_2,199.3,-0.257
T13501_2,210.9,-0.264
T13514_1,88.7,0.016
T13549_1,269.0,-0.006
T13514_2,219.2,-0.5
T13541_2,9.9,0.142
L563_2,215.6,-0.325
T13483_1,163.9,-0.597
L563_4,235.0,-0.027
T13499_2,332.7,0.163
T4141_1,24.7,0.242
T13454_1,67.7,0.316
T13436_1,215.4,-0.714
T13523_1,177.3,-0.214
T13521_1,283.9,0.056
T13480_1,222.7,-0.139
T13540_2,192.2,-0.532
T13499_1,78.8,0.021
L560_1,177.0,-0.189
T13474_1,346.8,0.69
L559_2,338.6,0.029
T13409_1,148.0,-0.294
T13454_2,114.8,-0.374
T4155_1,155.2,-0.693
T4141_2,249.2,-0.107
O517_1,52.9,0.125
T16433_1,127.5,-0.209
L564_1,307.7,0.069
T4140_2,251.0,-0.305
T4140_1,52.7,0.551
T4181_2,313.8,0.124
L565_2,117.7,-0.05
T4143_2,24.3,0.17
T13462_1,91.5,-0.012
L566_3,197.8,-0.348
T15349_1,19.3,0.281
L566_2,108.3,-0.065
T13515_1,167.6,-0.509
T4152_2,172.7,-0.563
T4180_2,306.6,0.183
T4182_1,45.3,0.053
T13446_2,297.4,0.074
T13523_2,274.0,0.005
T15349_2,210.8,-0.493
T13552_2,343.6,0.445
T17053_2,315.4,0.335
T15694_2,263.7,-0.057
O517_2,239.2,-0.031
T4182_2,207.0,-0.342
T13526_2,203.0,-0.144
T13555_2,317.0,0.184
T13465_2,203.2,-0.314
T15543_2,309.2,0.084
T13541_1,193.9,-0.671
T4180_1,175.4,-0.797
T13506_2,205.7,-0.173
L567_2,246.7,-0.124
T13479_1,185.8,-0.408
T4148_1,99.7,-0.129
T13491_2,187.7,-0.049
T13491_1,174.4,-0.139
T13547_2,226.3,-0.105
T13485_1,66.5,0.313
T13485_2,287.1,0.117
T13410_2,337.4,0.308
T13410_1,26.8,0.308
T13528_1,165.8,-0.291
L568_2,129.1,-0.026
T13535_2,200.2,-0.164
T17050_1,9.9,0.36
T4144_1,141.0,-0.529
T13528_2,182.2,-0.215
T15543_1,195.0,-0.205
T13413_2,290.9,0.14
T13413_1,9.0,0.461
T13530_2,213.5,-0.104
L568_1,92.9,-0.009
T4148_2,181.1,-0.856
T13476_2,213.3,-0.086
T13439_2,168.0,-0.274
T4144_2,156.0,-0.713
T13525_1,205.9,-0.081
T13553_1,171.4,-0.116
T13553_2,116.0,-0.094
T13493_2,163.4,-0.093
T15694_1,121.3,-0.208
T4157_1,352.4,0.317
T4181_1,162.9,-0.54
T13494_2,21.7,0.409
T13551_1,128.4,-0.055
T4162_2,155.3,-0.193
T13533_2,141.4,-0.132
L568_4,214.5,-0.322
L563_1,160.8,-0.575
T13546_2,337.5,0.186
T13564_1,317.7,0.209
L569_1,93.2,-0.002
T17049_1,324.6,0.268
T4162_1,123.9,-0.153
T13472_2,313.4,0.219
T17048_1,351.5,0.401
T13477_2,89.6,0.004
T4156_1,191.5,-0.37
T13489_1,36.4,0.241
T13503_2,327.7,0.486
T17053_1,152.0,-0.528
T13500_1,152.8,-0.514
O517_3,336.0,0.1
T17045_1,0.8,0.361
T13505_2,157.4,-0.436
T4160_2,183.5,-0.073
T4160_1,174.5,-0.075
T13554_1,142.7,-0.248
T13558_2,191.6,-0.107
T13500_2,239.6,-0.069
T13489_2,314.0,0.19
T13478_2,187.2,-0.389
T13550_2,331.7,0.655
L570_1,26.3,0.497
T13534_2,102.2,-0.007
T13550_1,182.4,-0.673
L562_2,233.7,-0.043
T13505_1,202.4,-0.118
T4150_1,99.0,-0.14
T13472_1,351.6,0.307
T13475_1,65.0,0.099
T13475_2,264.8,-0.018
T13503_1,129.5,-0.349
T13498_2,173.0,-0.513
T13582_2,321.4,0.12
T13537_1,156.3,-0.506
T13576_2,302.9,0.323
T13518_1,171.0,-0.026
T13538_1,218.1,-0.193
L570_2,285.3,0.007
T13474_2,159.2,-0.603
T13538_2,247.0,-0.047
T4159_1,78.3,0.07
T4159_2,272.8,0.039
T13476_1,97.7,-0.057
T13563_2,349.2,0.288
T4143_1,209.5,-0.407
T13563_1,50.5,0.164
T4150_2,166.7,-0.906
T13544_1,209.2,-0.047
T17050_2,281.2,0.063
T13562_2,259.7,-0.019
T13448_2,233.1,-0.332
T13504_1,326.0,0.531
T13448_1,354.1,0.382
T13548_2,217.6,-0.272
T13497_1,277.8,0.004
T17048_2,233.2,-0.197
L565_1,326.8,0.105
T4158_1,123.4,-0.238
T4157_2,194.5,-0.388
T13548_1,153.7,-0.575
T4158_2,183.8,-0.661
L564_2,184.8,-0.311
T17049_2,226.5,-0.187
T13520_2,311.4,0.261
T13520_1,21.4,0.486
L566_1,190.3,-0.433
T13534_1,177.8,-0.334
T13555_1,198.3,-0.499
T13576_1,123.0,-0.078
O518_3,327.2,0.176
T13511_2,99.5,-0.147
T13551_2,163.6,-0.281
T13535_1,187.1,-0.185
T13569_1,102.3,-0.026
T13552_1,191.8,-0.532
T13525_2,238.9,-0.048
T15896_2,121.2,-0.142
T13484_1,156.5,-0.802
T17046_2,265.3,-0.032
T17046_1,39.7,0.218
T13530_1,219.6,-0.061
T13562_1,189.3,-0.248
T13573_2,227.5,-0.283
T13529_2,5.8,0.703
T13507_1,55.1,0.315
L567_1,71.2,0.073
T13547_1,201.7,-0.165
T13556_2,135.5,-0.164
T17043_1,336.3,0.434
T15896_1,114.0,-0.276
T14871_2,250.2,-0.05
T13572_2,291.2,0.065
T4165_1,83.6,0.051
T13564_2,243.8,-0.031
T15346_1,16.8,0.342
T13531_1,167.6,-0.167
T13531_2,203.4,-0.112
T14871_1,104.2,-0.063
T13537_2,306.7,0.127
T13494_1,87.2,0.012
T13533_1,163.4,-0.305
T13554_2,167.4,-0.165
L571_1,271.0,0.0
T13577_1,244.6,-0.016
T13497_2,212.7,-0.193
T4165_2,236.9,-0.153
T13575_2,244.9,-0.023
T13575_1,172.1,-0.091
T13477_1,128.4,-0.365
T13546_1,207.2,-0.283
T13585_2,224.9,-0.07
L569_2,220.4,-0.099
T13484_2,183.1,-0.901
T13559_2,183.0,-0.231
T13559_1,169.6,-0.172
T13558_1,169.4,-0.549
L571_2,189.4,-0.049
T13568_1,172.8,-0.099
T13568_2,302.0,0.034
T4149_2,188.0,-0.881
T4149_1,112.4,-0.348
T17045_2,219.2,-0.399
T13601_1,118.2,-0.158
T13601_2,263.7,-0.09
T13569_2,202.4,-0.264
L570_3,325.7,0.05
T4177_1,60.6,0.366
T13570_2,254.3,-0.043
T13529_1,94.4,-0.026
T16428_2,324.9,0.229
T13567_2,155.7,-0.11
T13570_1,139.7,-0.198
T13502_2,150.7,-0.068
T13502_1,226.7,-0.053
T13507_2,356.8,0.344
T13565_2,175.5,-0.11
T13561_2,222.0,-0.138
T13583_1,198.1,-0.176
T13578_1,279.3,0.002
T13524_1,17.6,0.219
T13557_2,148.6,-0.434
T4166_1,157.0,-0.073
T4166_2,219.6,-0.164
O518_5,239.1,-0.255
T15692_2,299.2,0.224
T13579_1,180.9,-0.322
T13544_2,188.8,-0.246
T13573_1,155.0,-0.207
T13582_1,40.4,0.106
T15346_2,211.3,-0.246
T13511_1,106.3,-0.251
T15693_1,310.6,0.144
O518_2,17.3,0.17
T13557_1,131.3,-0.44
T13504_2,236.6,-0.358
T4173_2,191.4,-0.051
T4173_1,171.3,-0.065
T13587_2,205.0,-0.039
T4177_2,161.0,-0.487
T13536_1,97.7,-0.04
T13536_2,343.7,0.086
T4201_1,354.2,0.69
T13539_2,324.5,0.129
T4184_2,274.1,0.044
T4184_1,140.8,-0.385
T13524_2,209.2,-0.213
T4201_2,347.5,0.577
T4145_1,129.6,-0.601
T4202_1,167.9,-0.085
O518_1,73.3,0.079
T17043_2,227.8,-0.256
T13532_1,311.7,0.227
T13571_2,208.8,-0.295
T13583_2,93.1,-0.007
T4161_1,142.7,-0.308
L572_1,6.4,0.017
T13597_1,159.6,-0.213
T16787_1,142.2,-0.112
T4145_2,195.3,-0.651
T13605_2,326.2,0.074
T13579_2,195.0,-0.337
T16790_1,348.4,0.218
T13603_2,154.1,-0.098
O519_1,1.3,0.218
T13586_1,175.3,-0.291
T4185_1,175.9,-0.381
T13580_2,218.7,-0.105
T13580_1,214.5,-0.106
T13539_1,38.0,0.43
T16428_1,173.0,-0.374
T13600_2,314.6,0.286
T13572_1,181.7,-0.465
T13581_1,177.3,-0.248
T13556_1,170.9,-0.169
O518_4,194.4,-0.548
T13560_1,0.4,0.094
T13561_1,164.9,-0.269
T15692_1,129.3,-0.147
T13589_2,301.2,0.099
T13574_1,164.7,-0.331
T13618_2,267.3,-0.006
T4192_2,291.0,0.127
T15693_2,198.4,-0.513
T13560_2,207.9,-0.23
T13594_1,130.3,-0.278
T13577_2,278.8,0.017
T4179_2,295.0,0.05
T4176_1,314.7,0.079
L573_1,343.5,0.005
T4179_1,154.5,-0.293
T4185_2,158.3,-0.466
T13594_2,150.9,-0.306
T13593_2,218.2,-0.258
T13609_1,245.8,-0.025
T4139_1,74.7,0.099
T4139_2,277.1,0.065
T13585_1,191.1,-0.304
T13599_1,265.4,-0.005
T13595_2,121.5,-0.385
T13588_2,238.6,-0.056
T13588_1,220.6,-0.067
T13616_2,69.2,0.007
T13611_2,230.0,-0.052
T15348_2,297.5,0.266
T13620_2,251.1,-0.091
T13593_1,121.1,-0.018
T13571_1,162.9,-0.184
T13565_1,200.7,-0.105
T13574_2,246.9,-0.088
T13578_2,216.4,-0.103
T13602_2,358.2,0.214
T13567_1,168.0,-0.277
T13617_2,305.4,0.07
L572_2,191.0,-0.066
T17044_2,284.4,0.081
T15348_1,90.7,-0.004
T16787_2,208.2,-0.134
T13532_2,215.3,-0.311
T13603_1,124.4,-0.253
T16789_1,111.1,-0.031
T17044_1,54.4,0.195
T13617_1,208.0,-0.27
T13599_2,112.5,-0.075
T13587_1,201.9,-0.111
T17036_1,14.7,0.543
T17036_2,253.5,-0.151
T4202_2,147.1,-0.459
T4192_1,203.1,-0.497
T4178_1,135.0,-0.346
T13591_1,116.6,-0.114
T13542_2,317.5,0.099
T13615_2,336.9,0.152
T13619_1,62.4,0.251
T13622_2,256.9,-0.109
T15345_1,98.9,-0.052
T13619_2,325.3,0.074
T4183_1,81.9,0.066
T13597_2,196.7,-0.024
O522_1,15.2,0.281
T15344_2,313.4,0.297
T4161_2,165.7,-0.345
T13581_2,176.8,-0.267
O528_3,345.1,0.389
T16789_2,191.2,-0.345
T13632_1,249.0,-0.051
T13629_1,149.0,-0.208
T13592_2,17.8,0.74
T13605_1,220.5,-0.115
T13633_1,226.6,-0.058
T13586_2,159.1,-0.236
O522_2,315.1,0.062
T16790_2,147.3,-0.258
T15345_2,253.7,-0.174
O528_2,316.9,0.091
T13634_2,308.7,0.509
T17052_1,21.4,0.471
T13635_1,209.3,-0.047
T13591_2,219.1,-0.227
T4190_1,351.2,0.603
T17052_2,259.9,-0.065
T13600_1,145.0,-0.138
T13615_1,70.3,0.032
T4193_1,265.7,-0.007
T13627_2,283.7,0.044
T4190_2,191.8,-0.633
O529_2,9.2,0.337
T4178_2,200.3,-0.657
T13637_1,207.9,-0.302
T13637_2,212.4,-0.253
T13634_1,88.1,0.018
T17051_2,333.0,0.335
T13622_1,160.1,-0.443
T13631_1,285.5,0.052
T13618_1,201.6,-0.086
O519_3,282.7,0.064
T13616_1,78.4,0.013
T13589_1,209.9,-0.127
T13629_2,276.4,0.017
L573_2,91.7,-0.001
T13609_2,204.5,-0.099
T13590_1,106.2,-0.018
T17041_2,282.7,0.122
T13590_2,13.1,0.046
T13610_2,260.0,-0.001
T4176_2,194.0,-0.17
O529_1,328.0,0.152
T4191_2,310.9,0.161
T4194_1,229.2,-0.107
T17051_1,209.9,-0.342
T16797_2,337.4,0.214
T15840_1,40.1,0.07
T13620_1,169.2,-0.178
T13595_1,149.2,-0.372
T13644_2,237.8,-0.049
T16432_1,179.1,-0.205
T15840_2,284.5,0.013
T16432_2,328.8,0.226
T13633_2,190.8,-0.388
T13625_1,50.6,0.057
T4197_2,274.9,0.022
T13606_1,238.9,-0.13
O522_3,217.6,-0.325
T13611_1,208.4,-0.183
T13644_1,152.6,-0.224
T13645_1,322.9,0.196
T16431_2,331.0,0.24
T13566_1,113.4,-0.346
T13602_1,210.8,-0.105
T13566_2,140.0,-0.65
T13627_1,207.4,-0.282
T4198_1,73.2,0.115
T4196_2,315.9,0.463
T13610_1,155.4,-0.376
T16797_1,104.7,-0.021
T13632_2,226.4,-0.141
T4198_2,285.6,0.084
T13584_1,296.4,0.111
T13626_2,22.3,0.034
T13613_2,320.3,0.17
T13648_2,45.9,0.072
L574_3,219.2,-0.233
L574_2,0.3,0.075
T13645_2,203.1,-0.311
T13607_1,303.7,0.117
O528_1,196.6,-0.297
T13542_1,69.5,0.113
T15344_1,158.8,-0.507
T13592_1,187.0,-0.482
T13606_2,193.5,-0.379
T13650_1,115.7,-0.239
T13647_2,36.8,0.568
T17042_1,347.4,0.47
T4183_2,192.8,-0.516
T13655_1,129.4,-0.141
T13655_2,230.4,-0.112
T13621_1,106.6,-0.049
T13621_2,77.4,0.021
T13651_1,164.2,-0.418
T13651_2,224.1,-0.361
T13647_1,69.0,0.272
T4200_2,178.5,-0.266
T13638_2,221.6,-0.215
T13638_1,155.2,-0.325
T13584_2,229.7,-0.28
O529_3,196.6,-0.393
T4200_1,224.2,-0.095
T13626_1,189.3,-0.099
T13625_2,195.9,-0.179
T13640_2,181.9,-0.118
T13635_2,184.2,-0.343
